wlbWellboreName,wlbWell,wlbDrillingOperator,wlbProductionLicence,wlbPurpose,wlbStatus,wlbContent,wlbWellType,wlbSubSea,wlbEntryDate,wlbCompletionDate,wlbField,wlbDrillPermit,wlbDiscovery,wlbDiscoveryWellbore,wlbBottomHoleTemperature,wlbSiteSurvey,wlbSeismicLocation,wlbMaxInclation,wlbKellyBushElevation,wlbFinalVerticalDepth,wlbTotalDepth,wlbWaterDepth,wlbKickOffPoint,wlbAgeAtTd,wlbFormationAtTd,wlbMainArea,wlbDrillingFacility,wlbFacilityTypeDrilling,wlbDrillingFacilityFixedOrMoveable,wlbLicensingActivity,wlbMultilateral,wlbPurposePlanned,wlbEntryYear,wlbCompletionYear,wlbReclassFromWellbore,wlbReentryExplorationActivity,wlbPlotSymbol,wlbFormationWithHc1,wlbAgeWithHc1,wlbFormationWithHc2,wlbAgeWithHc2,wlbFormationWithHc3,wlbAgeWithHc3,wlbDrillingDays,wlbReentry,wlbLicenceTargetName,wlbPluggedAbandonDate,wlbPluggedDate,wlbGeodeticDatum,wlbNsDeg,wlbNsMin,wlbNsSec,wlbNsCode,wlbEwDeg,wlbEwMin,wlbEwSec,wlbEwCode,wlbNsDecDeg,wlbEwDesDeg,wlbNsUtm,wlbEwUtm,wlbUtmZone,wlbNamePart1,wlbNamePart2,wlbNamePart3,wlbNamePart4,wlbNamePart5,wlbNamePart6,wlbPressReleaseUrl,wlbFactPageUrl,wlbFactMapUrl,wlbDiskosWellboreType,wlbDiskosWellboreParent,wlbWdssQcDate,wlbReleasedDate,wlbDateReclass,wlbNpdidWellbore,dscNpdidDiscovery,fldNpdidField,fclNpdidFacilityDrilling,wlbNpdidWellboreReclass,prlNpdidProductionLicence,wlbNpdidSiteSurvey,wlbDateUpdated,wlbDateUpdatedMax,datesyncNPD
34_2-4,34_2-4,Amoco Norway Oil Company,56,WILDCAT,P&A,OIL SHOWS,EXPLORATION, NO,22.03.1985,11.06.1985,,458-L,,NO,134,,79 - 39  SP. 1140,4.5,33,4105,4107,391,,EARLY JURASSIC      ,STATFJORD GP        ,NORTH SEA,WEST VENTURE OLD,SEMISUB STEEL,MOVEABLE,4,NO,WILDCAT,1985,1985,,,12,,,,,                    ,                    ,82,NO,,,,ED50  ,61,45,20.11,N,2,39,37.64,E,61.755586,2.660456,6847163.49,482072.43,31,34,2, ,4,,, ,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=467,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=467,initial             ,                                        ,18.05.2004,11.06.1987,,467,,,362494,0,21244,,03.10.2019,10.03.2020,29.09.2020
34_2-5 S,34_2-5,Aker BP ASA,790,WILDCAT,P&A,DRY,EXPLORATION, NO,28.02.2018,31.03.2018,,1684-L,,NO,0,,MCNV. TAMPEN Phase 1 (CGG) Inline 5135. Xline 33362,23.78,24,3617,3680,389,,LATE TRIASSIC       ,LUNDE FM            ,NORTH SEA,TRANSOCEAN ARCTIC,SEMISUB STEEL,MOVEABLE,TFO2014,NO,WILDCAT,2018,2018,,,1,,,,,                    ,                    ,32,NO,,,,ED50  ,61,45,34,N,2,35,9.34,E,61.759444,2.585928,6847616.1,478140.22,31,34,2, ,5,S,,https:__www.npd.no_fakta_nyheter_Resultat-av-leteboring_2018_342-5-S_,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=8335,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=8335,initial             ,                                        ,10.01.2020,20.12.2019,,8335,,,294382,0,25610656,,04.02.2020,21.01.2020,29.09.2020
34_3-1 A,34_3-1,BG Norge AS,373 S,APPRAISAL,P&A,OIL,EXPLORATION, NO,10.09.2008,30.10.2008,KNARR,1196-L,34_3-1 S Knarr,NO,0,,inline 5174 & crossline 3090,41.2,25,3999,4162,410,,EARLY JURASSIC      ,AMUNDSEN FM         ,NORTH SEA,BREDFORD DOLPHIN,SEMISUB STEEL,MOVEABLE,TFO2005,NO,APPRAISAL,2008,2008,,,5,COOK FM,EARLY JURASSIC,,,                    ,                    ,51,NO,,,,ED50  ,61,48,46.49,N,2,46,47.16,E,61.812914,2.779767,6853522.8,488393.54,31,34,3, ,1,A,,https:__www.npd.no_fakta_nyheter_Resultat-av-leteboring_2008_343-1-A_,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=5921,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=5921,sidetrack           ,34_3-1 S                                ,23.12.2010,30.10.2010,,5921,4999474,20460988,373521,0,3811116,,03.10.2019,10.03.2020,29.09.2020
34_3-1 S,34_3-1,BG Norge AS,373 S,WILDCAT,P&A,OIL,EXPLORATION, NO,28.04.2008,10.09.2008,KNARR,1180-L,34_3-1 S Knarr,YES,142,,inline 5174 & crossline 3090,24.3,25,4081,4221,410,,LATE TRIASSIC       ,STATFJORD GP        ,NORTH SEA,BREDFORD DOLPHIN,SEMISUB STEEL,MOVEABLE,TFO2005,NO,WILDCAT,2008,2008,,,5,COOK FM,EARLY JURASSIC,,,                    ,                    ,136,NO,,,,ED50  ,61,48,46.49,N,2,46,47.16,E,61.812914,2.779767,6853522.8,488393.54,31,34,3, ,1,S,,https:__www.npd.no_fakta_nyheter_Resultat-av-leteboring_2008_Oljefunn-i-Nordsjoen--343-1-S_,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=5811,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=5811,initial             ,                                        ,23.12.2010,10.09.2010,,5811,4999474,20460988,373521,0,3811116,,03.10.2019,11.03.2020,29.09.2020
34_3-2 S,34_3-2,BG Norge AS,373 S,WILDCAT,P&A,SHOWS,EXPLORATION, NO,25.10.2009,30.12.2009,,1282-L,,NO,148,,inline 5165 & crossline 3224,10.4,18,4315,4331,409,,TRIASSIC            ,STATFJORD GP        ,NORTH SEA,WEST ALPHA,SEMISUB STEEL,MOVEABLE,TFO2005,NO,WILDCAT,2009,2009,,,12,,,,,                    ,                    ,67,NO,,,,ED50  ,61,48,45.06,N,2,49,16.33,E,61.812517,2.821203,6853471.85,490577.12,31,34,3, ,2,S,,https:__www.npd.no_fakta_nyheter_Resultat-av-leteboring_2009_343-2-S,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=6249,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=6249,initial             ,                                        ,03.01.2012,30.12.2011,,6249,,,297514,0,3811116,,03.10.2019,03.10.2019,29.09.2020
34_3-3 A,34_3-3,BG Norge AS,373 S,APPRAISAL,P&A,OIL,EXPLORATION, NO,21.11.2011,03.01.2012,KNARR,1385-L,34_3-1 S Knarr,NO,139,,innline 5024 & crossline 2782,57.5,18,3962,5013,400,2245,EARLY JURASSIC      ,BURTON FM           ,NORTH SEA,WEST ALPHA,SEMISUB STEEL,MOVEABLE,TFO2005,NO,APPRAISAL,2011,2012,,,5,COOK FM,EARLY JURASSIC,,,                    ,                    ,44,NO,,,,ED50  ,61,47,42.49,N,2,43,4.38,E,61.795136,2.717883,6851554.92,485123.66,31,34,3, ,3,A,,https:__www.npd.no_fakta_nyheter_Resultat-av-leteboring_2011_343-3-S_,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=6745,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=6745,sidetrack           ,34_3-3 S                                ,03.01.2014,03.01.2014,,6745,4999474,20460988,297514,0,3811116,,03.10.2019,03.10.2019,29.09.2020
34_3-3 S,34_3-3,BG Norge AS,373 S,WILDCAT,P&A,OIL,EXPLORATION, NO,10.09.2011,19.11.2011,KNARR,1351-L,34_3-3 S,YES,141,,innline 5024 & crossline 2782,15,18,4012,4063,400,,EARLY JURASSIC      ,BURTON FM           ,NORTH SEA,WEST ALPHA,SEMISUB STEEL,MOVEABLE,TFO2005,NO,APPRAISAL,2011,2011,,,5,COOK FM,EARLY JURASSIC,,,                    ,                    ,71,NO,,,,ED50  ,61,47,42.49,N,2,43,4.38,E,61.795136,2.717883,6851554.92,485123.66,31,34,3, ,3,S,,https:__www.npd.no_fakta_nyheter_Resultat-av-leteboring_2011_343-3-S_,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=6588,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=6588,initial             ,                                        ,19.11.2013,19.11.2013,,6588,21124644,20460988,297514,0,3811116,,03.10.2019,03.10.2019,29.09.2020
34_3-4 A,34_3-4,BG Norge AS,373 S,WILDCAT,P&A,DRY,EXPLORATION, NO,27.11.2014,13.02.2015,,1552-L,,NO,0,,inline 5142 & crossline 3374,31.2,22,4343,4535,406,1026,EARLY JURASSIC      ,AMUNDSEN FM         ,NORTH SEA,TRANSOCEAN SEARCHER,SEMISUB STEEL,MOVEABLE,TFO2005,NO,WILDCAT,2014,2015,,,1,,,,,                    ,                    ,74,NO,,,,ED50  ,61,48,7.42,N,2,52,5.97,E,61.802061,2.868325,6852301.14,493058.17,31,34,3, ,4,A,,https:__www.npd.no_fakta_nyheter_resultat-av-leteboring_2015_343-4-s-og-343-4-a_,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=7606,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=7606,sidetrack           ,34_3-4 S                                ,13.02.2017,13.02.2017,,7606,,,296245,0,3811116,,03.10.2019,03.10.2019,29.09.2020
34_3-4 S,34_3-4,BG Norge AS,373 S,WILDCAT,P&A,DRY,EXPLORATION, NO,13.11.2014,26.11.2014,,1551-L,,NO,0,,inline 5142 & crossline 3374,9,22,1605,1607,406,,MIOCENE             ,HORDALAND GP        ,NORTH SEA,TRANSOCEAN SEARCHER,SEMISUB STEEL,MOVEABLE,TFO2005,NO,WILDCAT,2014,2014,,,1,,,,,                    ,                    ,14,NO,,,,ED50  ,61,48,7.42,N,2,52,5.97,E,61.802061,2.868325,6852301.14,493058.17,31,34,3, ,4,S,,https:__www.npd.no_fakta_nyheter_resultat-av-leteboring_2015_343-4-s-og-343-4-a_,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=7605,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=7605,initial             ,                                        ,27.11.2016,26.11.2016,,7605,,,296245,0,3811116,,13.06.2020,13.06.2020,29.09.2020
34_3-5,34_3-5,BG Norge AS,373 S,WILDCAT,P&A,DRY,EXPLORATION, NO,23.02.2015,16.04.2015,,1560-L,,NO,0,,inline 4287 & crossline 3095,2.7,22,4275,4275,403,,EARLY JURASSIC      ,AMUNDSEN FM         ,NORTH SEA,TRANSOCEAN SEARCHER,SEMISUB STEEL,MOVEABLE,TFO2005,NO,WILDCAT,2015,2015,,,1,,,,,                    ,                    ,53,NO,,,,ED50  ,61,46,31.11,N,2,45,41.15,E,61.775308,2.761431,6849336.88,487411.84,31,34,3, ,5,,,https:__www.npd.no_fakta_nyheter_Resultat-av-leteboring_2015_343-5_,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=7646,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=7646,initial             ,                                        ,16.04.2017,16.04.2017,,7646,,,296245,0,3811116,,03.07.2020,03.10.2019,29.09.2020
34_4-1,34_4-1,Saga Petroleum ASA,57,WILDCAT,P&A,OIL,EXPLORATION, NO,11.07.1979,16.12.1979,SNORRE,217-L,34_4-1 Snorre,YES,103,, ,8.8,25,2912,2916,377,,MIDDLE TRIASSIC     ,TEIST FM (INFORMAL) ,NORTH SEA,BYFORD DOLPHIN,SEMISUB STEEL,MOVEABLE,4,NO,WILDCAT,1979,1979,,,5,LUNDE FM,LATE TRIASSIC,,,                    ,                    ,159,NO,,,,ED50  ,61,32,49.23,N,2,16,23.66,E,61.547008,2.273239,6824096.5,461368.88,31,34,4, ,1,,, ,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=422,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=422,initial             ,                                        ,26.05.2009,16.12.1981,,422,44654,43718,341331,0,21252,,06.03.2020,10.03.2020,29.09.2020
34_4-2,34_4-2,Saga Petroleum ASA,57,WILDCAT,P&A,DRY,EXPLORATION, NO,06.03.1980,24.05.1980,,242-L,,NO,120,,ST 606-403 SP.77,20,25,3571,3599,322,,LATE TRIASSIC       ,LUNDE FM            ,NORTH SEA,BYFORD DOLPHIN,SEMISUB STEEL,MOVEABLE,4,NO,WILDCAT,1980,1980,,,1,,,,,                    ,                    ,80,NO,,,,ED50  ,61,30,30.93,N,2,4,17.04,E,61.508592,2.0714,6819953.53,450579.59,31,34,4, ,2,,, ,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=228,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=228,initial             ,                                        ,28.06.2007,24.05.1982,,228,,,341331,0,21252,,06.03.2020,10.03.2020,29.09.2020
34_4-3,34_4-3,Saga Petroleum ASA,57,WILDCAT,P&A,DRY,EXPLORATION, NO,16.10.1981,30.03.1982,,306-L,,NO,127,,SG 8020 - 409  SP 580,5,25,4457,4460,366,,LATE TRIASSIC       ,LUNDE FM            ,NORTH SEA,DYVI ALPHA,SEMISUB STEEL,MOVEABLE,4,NO,WILDCAT,1981,1982,,,1,,,,,                    ,                    ,166,NO,,,,ED50  ,61,36,32.95,N,2,7,34.42,E,61.609153,2.126228,6831114.85,453647.63,31,34,4, ,3,,, ,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=423,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=423,initial             ,                                        ,01.07.2004,30.03.1984,,423,,,297514,0,21252,,06.03.2020,30.04.2020,29.09.2020
34_4-4,34_4-4,Saga Petroleum ASA,57,APPRAISAL,P&A,OIL,EXPLORATION, NO,11.09.1982,03.02.1983,SNORRE,315-L,34_4-1 Snorre,NO,122,,SG 8020 - 201  SP 2295,0,25,3800,3800,345,,MIDDLE TRIASSIC     ,TEIST FM (INFORMAL) ,NORTH SEA,DYVI ALPHA,SEMISUB STEEL,MOVEABLE,4,NO,WILDCAT,1982,1983,,,5,LUNDE FM,LATE TRIASSIC,,,                    ,                    ,146,NO,,,,ED50  ,61,30,20.85,N,2,14,9.54,E,61.505792,2.235983,6819527.92,459334.8,31,34,4, ,4,,, ,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=41,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=41,initial             ,                                        ,21.12.2012,03.02.1985,,41,44654,43718,297514,0,21252,,06.03.2020,30.04.2020,29.09.2020
34_4-5,34_4-5,Saga Petroleum ASA,57,WILDCAT,P&A,OIL,EXPLORATION, NO,13.11.1983,06.04.1984,,395-L,34_4-5,YES,140,,SG 8320 - 442  SP 188,8.1,26,3910,3917,379,,LATE TRIASSIC       ,LUNDE FM            ,NORTH SEA,TREASURE SAGA,SEMISUB STEEL,MOVEABLE,4,NO,WILDCAT,1983,1984,,,5,COOK FM,EARLY JURASSIC,STATFJORD GP,EARLY JURASSIC,                    ,                    ,146,NO,,,,ED50  ,61,41,9.49,N,2,17,52,E,61.685969,2.297778,6839561.78,462840.14,31,34,4, ,5,,, ,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=37,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=37,initial             ,                                        ,18.05.2004,06.04.1986,,37,44660,,296326,0,21252,,06.03.2020,10.03.2020,29.09.2020
34_4-6,34_4-6,Saga Petroleum ASA,57,APPRAISAL,P&A,OIL,EXPLORATION, NO,31.12.1985,27.03.1986,SNORRE,497-L,34_4-1 Snorre,NO,113,,SG 8420 - 198  SP. 525,2.2,26,3281,3282,373.5,,LATE TRIASSIC       ,TEIST FM (INFORMAL) ,NORTH SEA,VINNI,SEMISUB STEEL,MOVEABLE,4,NO,APPRAISAL,1985,1986,,,5,LUNDE FM,LATE TRIASSIC,,,                    ,                    ,87,NO,,,,ED50  ,61,34,14.09,N,2,13,19.99,E,61.570581,2.222219,6826753.59,458688.37,31,34,4, ,6,,, ,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=875,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=875,initial             ,                                        ,26.10.2009,27.03.1988,,875,44654,43718,289414,0,21252,,06.03.2020,03.10.2019,29.09.2020
34_4-7,34_4-7,Saga Petroleum ASA,57,APPRAISAL,P&A,OIL,EXPLORATION, NO,17.02.1987,12.05.1987,SNORRE,535-L,34_4-1 Snorre,NO,110,,SG 8420 - 084  SP. 595,3.6,26,2950,2950,354,,LATE TRIASSIC       ,LUNDE FM            ,NORTH SEA,TREASURE SAGA,SEMISUB STEEL,MOVEABLE,4,NO,APPRAISAL,1987,1987,,,5,LUNDE FM,LATE TRIASSIC,,,                    ,                    ,85,NO,,,,ED50  ,61,31,9.83,N,2,15,15.45,E,61.519397,2.254292,6821032.19,460326.58,31,34,4, ,7,,, ,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=943,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=943,initial             ,                                        ,26.10.2009,12.05.1989,,943,44654,43718,296326,0,21252,,03.10.2019,03.10.2019,29.09.2020
34_4-8,34_4-8,Saga Petroleum ASA,57,WILDCAT,P&A,DRY,EXPLORATION, NO,22.05.1994,21.06.1994,,790-L,,NO,104,,SG 8420-RE: ROW 455 & COLUMN 825,2.9,25,3108.5,3110,363,,LATE TRIASSIC       ,LUNDE FM            ,NORTH SEA,VILDKAT EXPLORER,SEMISUB STEEL,MOVEABLE,4,NO,WILDCAT,1994,1994,,,1,,,,,                    ,                    ,31,NO,,,,ED50  ,61,35,4.02,N,2,10,9.73,E,61.58445,2.169369,6828333.19,455901.06,31,34,4, ,8,,, ,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1908,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=1908,initial             ,                                        ,31.10.2003,21.06.1996,,1908,,,297028,0,21252,,03.10.2019,10.03.2020,29.09.2020
34_4-9 S,34_4-9,Saga Petroleum ASA,57,APPRAISAL,P&A,OIL,EXPLORATION, NO,08.01.1997,15.02.1997,SNORRE,865-L,34_4-1 Snorre,NO,106,,SG 8420-67 IDP 835-SG 8420-67 IDP 819.,29.6,25,3388.3,3440,334,,LATE TRIASSIC       ,LUNDE FM            ,NORTH SEA,SCARABEO 5,SEMISUB STEEL,MOVEABLE,4,NO,APPRAISAL,1997,1997,,,5,LUNDE FM,LATE TRIASSIC,,,                    ,                    ,39,NO,,,,ED50  ,61,30,44.75,N,2,10,18.12,E,61.512431,2.1717,6820309.22,455922.81,31,34,4, ,9,S,, ,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=2931,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=2931,initial             ,                                        ,03.01.2012,15.02.1999,,2931,44654,43718,294058,0,21252,,06.03.2020,03.10.2019,29.09.2020
34_4-10,34_4-10,Saga Petroleum ASA,57,WILDCAT,SUSPENDED,DRY,EXPLORATION, NO,12.02.2000,05.03.2000,,968-L,34_4-10 (Beta Brent),NO,141,,MN 9601 INLINE 1220 - CROSSLINE 2054,3.6,24,2379.5,2380,357,,LATE CRETACEOUS     ,KYRRE FM            ,NORTH SEA,TRANSOCEAN ARCTIC,SEMISUB STEEL,MOVEABLE,4,NO,WILDCAT,2000,2000,,,1,,,,,                    ,                    ,23,NO,,,,ED50  ,61,37,33.33,N,2,4,30.47,E,61.625925,2.075131,6833020.57,450963.66,31,34,4, ,10,,, ,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=3143,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=3143,initial             ,                                        ,29.05.2002,05.03.2002,,3143,1030530,,294382,0,21252,,03.10.2019,07.05.2020,29.09.2020
34_4-10 R,34_4-10,Saga Petroleum ASA,57,WILDCAT,P&A,OIL,EXPLORATION, NO,13.03.2000,18.04.2000,,968-L2,34_4-10 (Beta Brent),YES,139,,MN 9601 INLINE 1220- CROSSLINE 2054,4.6,24,4244,4246,357,,EARLY JURASSIC      ,STATFJORD GP        ,NORTH SEA,TRANSOCEAN ARCTIC,SEMISUB STEEL,MOVEABLE,4,NO,WILDCAT,2000,2000,,DRILLING_PLUGGING,5,BRENT GP,MIDDLE JURASSIC,,,                    ,                    ,37,YES,,18.04.2000,,ED50  ,61,37,33.33,N,2,4,30.47,E,61.625925,2.075131,6833020.57,450963.66,31,34,4, ,10,R,, ,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=4051,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=4051,re-entry            ,34_4-10                                 ,29.05.2002,18.04.2002,,4051,1030530,,294382,0,21252,,09.06.2020,07.05.2020,29.09.2020
34_4-11,34_4-11,Petro-Canada Norge AS,375,WILDCAT,P&A,OIL,EXPLORATION, NO,13.10.2009,10.01.2010,,1278-L,34_4-11 (Beta),YES,144,,PCR06M1 -crossline 1881 & innline 1917,4.5,29,4326,4327,375,,LATE TRIASSIC       ,LUNDE FM            ,NORTH SEA,SONGA DELTA,SEMISUB STEEL,MOVEABLE,TFO2005,NO,WILDCAT,2009,2010,,,5,BRENT GP,MIDDLE JURASSIC,STATFJORD GP,EARLY JURASSIC,                    ,                    ,90,NO,,,,ED50  ,61,38,41,N,2,5,53.74,E,61.644722,2.098261,6835097.24,452218.98,31,34,4, ,11,,,https:__www.npd.no_fakta_nyheter_Resultat-av-leteboring_2010_344-11_,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=6227,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=6227,initial             ,                                        ,10.01.2012,10.01.2012,,6227,17826500,,287821,0,3811214,,03.10.2019,30.04.2020,29.09.2020
34_4-12 A,34_4-12,Statoil Petroleum AS,57,APPRAISAL,P&A,OIL,EXPLORATION, NO,27.01.2010,18.02.2010,SNORRE,1293-L,34_4-1 Snorre,NO,0,,ST06M09. In-line: 6110. X-line: 4515,28.6,22,2652,2761,381.7,1525,LATE TRIASSIC       ,LUNDE FM            ,NORTH SEA,OCEAN VANGUARD,SEMISUB STEEL,MOVEABLE,4,NO,WILDCAT,2010,2010,,,5,LUNDE FM,LATE TRIASSIC,,,                    ,                    ,23,NO,,,,ED50  ,61,33,8,N,2,17,37.7,E,61.552222,2.293806,6824665.28,462468.37,31,34,4, ,12,A,,https:__www.npd.no_fakta_nyheter_Resultat-av-leteboring_2010_344-12-A_,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=6316,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=6316,sidetrack           ,34_4-12 S                               ,19.02.2012,18.02.2012,,6316,44654,43718,287902,0,21252,,03.10.2019,03.10.2019,29.09.2020
34_4-12 S,34_4-12,Statoil Petroleum AS,57,WILDCAT,P&A,OIL,EXPLORATION, NO,19.12.2009,25.01.2010,,1289-L,34_4-12 S,YES,115,,ST06M09-inline 6110-xline 4515,27.9,22,2962,3066,381.7,,LATE TRIASSIC       ,LUNDE FM            ,NORTH SEA,OCEAN VANGUARD,SEMISUB STEEL,MOVEABLE,4,NO,WILDCAT,2009,2010,,,5,LUNDE FM,LATE TRIASSIC,,,                    ,                    ,38,NO,,,,ED50  ,61,33,8,N,2,17,37.7,E,61.552222,2.293806,6824665.28,462468.37,31,34,4, ,12,S,,https:__www.npd.no_fakta_nyheter_Resultat-av-leteboring_2010_344-12-S_,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=6283,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=6283,initial             ,                                        ,25.01.2012,25.01.2012,,6283,18012830,,287902,0,21252,,03.10.2019,03.10.2019,29.09.2020
34_4-13 S,34_4-13,Petro-Canada Norge AS,375,APPRAISAL,P&A,OIL,EXPLORATION, NO,27.08.2010,02.01.2011,,1323-L,34_4-11 (Beta),NO,151,,PCR06M01-inline 1959 & crossline 1707,37.5,18,4291,5010,374,,LATE TRIASSIC       ,LUNDE FM            ,NORTH SEA,WEST ALPHA,SEMISUB STEEL,MOVEABLE,TFO2005,NO,APPRAISAL,2010,2011,,,5,STATFJORD GP,EARLY JURASSIC,,,                    ,                    ,129,NO,,,,ED50  ,61,38,42.96,N,2,6,0.2,E,61.645267,2.100056,6835156.57,452314.9,31,34,4, ,13,S,,https:__www.npd.no_fakta_nyheter_Resultat-av-leteboring_2010_344-13-S,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=6442,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=6442,initial             ,                                        ,15.01.2013,02.01.2013,,6442,17826500,,297514,0,3811214,,03.10.2019,30.04.2020,29.09.2020
34_4-14 S,34_4-14,Suncor Energy Norge AS,375,APPRAISAL,P&A,DRY,EXPLORATION, NO,03.03.2015,19.05.2015,,1564-L,34_4-11 (Beta),NO,154,,SUN13001-inline 7351 & xline 4004,29.8,31,4563,4822,385,,LATE TRIASSIC       ,LUNDE FM            ,NORTH SEA,BORGLAND DOLPHIN,SEMISUB STEEL,MOVEABLE,TFO2005,NO,APPRAISAL,2015,2015,,,1,,,,,                    ,                    ,78,NO,,,,ED50  ,61,40,51.05,N,2,7,19.42,E,61.680847,2.122061,6839104.08,453534.31,31,34,4, ,14,S,,https:__www.npd.no_fakta_nyheter_Resultat-av-leteboring_2015_344-14-S_,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=7660,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=7660,initial             ,                                        ,19.05.2017,19.05.2017,,7660,17826500,,297784,0,3811214,,03.10.2019,03.10.2019,29.09.2020
